"Name","Pos","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","playerid"
"Lefty Guise","P","2","0","7.2","0","3","0","","","0","","","","","","","","","1.000","","1005130"
"Don Gullett","P","236","156","1187.0","38","150","3","","","6","","","","","","","","",".984","","1005134"
"Bill Gullickson","P","64","64","409.2","28","48","3","","","3","","","","","","","","",".962","","1005136"
"Harry Gumbert","P","196","29","511.2","27","137","4","","","12","","","","","","","","",".976","","1005141"
"Juan Guzman","P","12","12","77.1","5","8","1","","","1","","","","","","","","",".929","","1005162"
"Warren Hacker","P","15","6","43.1","0","8","0","","","0","","","","","","","","","1.000","","1005182"
"Harvey Haddix","P","29","26","184.0","10","26","1","","","1","","","","","","","","",".973","","1005184"
"Leo Hafford","P","3","1","19.0","1","2","0","","","0","","","","","","","","","1.000","","1005193"
"Noodles Hahn","P","237","225","1987.1","98","438","53","","","16","","","","","","","","",".910","","1005205"
"Jesse Haines","P","1","0","5.0","1","1","0","","","0","","","","","","","","","1.000","","1005209"
"Bill Hallahan","P","44","28","198.0","10","51","4","","","3","","","","","","","","",".939","","1005229"
"Charley Hall","P","25","17","163.0","5","41","2","","","2","","","","","","","","",".958","","1005239"
"Tom Hall","P","143","15","294.0","4","25","2","","","0","","","","","","","","",".936","","1005262"
"Erik Hanson","P","22","21","122.2","11","16","0","","","0","","","","","","","","","1.000","","1005333"
"Pete Harnisch","P","94","94","573.2","36","55","3","","","6","","","","","","","","",".968","","1005374"
"Jack Harper","P","83","78","644.2","26","157","14","","","4","","","","","","","","",".929","","1005380"
"Andy Harrington","P","1","0","4.0","1","0","0","","","0","","","","","","","","","1.000","","1005392"
"Bill Harris","P","25","3","76.2","4","20","3","","","0","","","","","","","","",".889","","1005396"
"Earl Harrist","P","14","5","62.1","1","9","0","","","0","","","","","","","","","1.000","","1005411"
"Greg Harris","P","35","10","92.1","8","14","2","","","2","","","","","","","","",".917","","1005415"
"Frank Harter","P","23","5","76.0","0","13","1","","","0","","","","","","","","",".929","","1005443"
"Phil Haugstad","P","9","0","12.0","0","4","1","","","0","","","","","","","","",".800","","1005500"
"Pink Hawley","P","77","66","581.1","24","108","9","","","2","","","","","","","","",".936","","1005517"
"Lefty Hayden","P","3","0","3.2","0","0","0","","","0","","","","","","","","",".000","","1005522"
"Ben Hayes","P","86","0","115.0","4","15","0","","","0","","","","","","","","","1.000","","1005523"
"Crese Heismann","P","8","5","46.2","3","9","0","","","0","","","","","","","","","1.000","","1005604"
"George Hemming","P","1","0","6.0","0","2","0","","","0","","","","","","","","","1.000","","1005620"
"Joe Henderson","P","11","0","20.0","1","2","0","","","0","","","","","","","","","1.000","","1005633"
"Bill Henry","P","225","0","267.1","19","38","3","","","3","","","","","","","","",".950","","1005665"
"Dwayne Henry","P","63","0","88.1","6","13","2","","","0","","","","","","","","",".905","","1005670"
"Ernie Herbert","P","6","0","17.1","0","1","0","","","0","","","","","","","","","1.000","","1005682"
"Xavier Hernandez","P","62","0","93.1","10","7","0","","","0","","","","","","","","","1.000","","1005715"
"Leroy Herrmann","P","29","8","108.0","4","23","1","","","1","","","","","","","","",".964","","1005733"
"Johnny Hetki","P","99","19","314.2","12","60","1","","","1","","","","","","","","",".986","","1005752"
"Ed Heusser","P","116","84","674.1","33","118","5","","","7","","","","","","","","",".968","","1005756"
"Whitey Hilcher","P","31","6","85.0","5","17","1","","","1","","","","","","","","",".957","","1005801"
"Bill Hill","P","33","32","262.0","6","67","1","","","7","","","","","","","","",".987","","1005808"
"Frank Hiller","P","28","15","124.1","9","25","1","","","0","","","","","","","","",".971","","1005814"
"Dave Hillman","P","2","0","3.2","0","0","0","","","0","","","","","","","","",".000","","1005829"
"Milt Hill","P","55","0","82.0","9","4","1","","","0","","","","","","","","",".929","","1005831"
"Rich Hinton","P","12","1","17.2","0","2","1","","","0","","","","","","","","",".667","","1005854"
"Roy Hitt","P","21","18","153.1","3","37","1","","","0","","","","","","","","",".976","","1005864"
"Joe Hoerner","P","8","0","5.2","0","0","0","","","0","","","","","","","","",".000","","1005895"
"Guy Hoffman","P","36","22","158.2","3","21","0","","","0","","","","","","","","","1.000","","1005906"
"Ken Holcombe","P","2","0","2.1","0","0","0","","","0","","","","","","","","",".000","","1005940"
"Mul Holland","P","3","0","6.2","1","5","0","","","0","","","","","","","","","1.000","","1005951"
"Al Hollingsworth","P","119","75","593.2","24","127","10","","","4","","","","","","","","",".938","","1005955"
"Bug Holliday","P","2","0","5.0","0","1","0","","","0","","","","","","","","","1.000","","1005957"
"Buck Hooker","P","2","1","10.1","0","1","1","","","0","","","","","","","","",".500","","1005998"
"Jay Hook","P","79","56","376.2","38","43","2","","","7","","","","","","","","",".976","","1005999"
"Bob Hooper","P","8","0","13.0","0","4","0","","","0","","","","","","","","","1.000","","1006001"
"Hanson Horsey","P","1","0","4.0","0","0","0","","","0","","","","","","","","",".000","","1006032"
"Dixie Howell","P","5","1","13.1","0","3","0","","","0","","","","","","","","","1.000","","1006094"
"Jay Howell","P","5","0","3.1","0","0","0","","","0","","","","","","","","",".000","","1006098"
"John Hudek","P","32","0","38.0","2","2","0","","","0","","","","","","","","","1.000","","1006128"
"Tommy Hughes","P","12","4","27.0","2","4","0","","","0","","","","","","","","","1.000","","1006166"
"Tom Hume","P","457","48","921.0","50","161","6","","","10","","","","","","","","",".972","","1006179"
"Bert Humphries","P","44","22","223.2","9","53","4","","","2","","","","","","","","",".939","","1006182"
"Ken Hunt","P","29","22","136.1","10","19","5","","","2","","","","","","","","",".853","","1006210"
"Johnny Hutchings","P","27","4","65.0","1","9","0","","","1","","","","","","","","","1.000","","1006241"
"Mark Hutton","P","10","2","17.0","3","4","0","","","1","","","","","","","","","1.000","","1006245"
"Bob Ingersoll","P","4","0","6.0","0","1","0","","","0","","","","","","","","","1.000","","1006259"
"Bert Inks","P","3","3","20.0","2","2","0","","","0","","","","","","","","","1.000","","1006265"
"Bill Irwin","P","2","2","17.0","1","5","0","","","0","","","","","","","","","1.000","","1006277"
"Al Jackson","P","33","0","27.1","5","2","2","","","0","","","","","","","","",".778","","1006288"
"Danny Jackson","P","77","76","493.2","19","80","4","","","2","","","","","","","","",".961","","1006295"
"Art Jacobs","P","1","0","1.0","0","0","0","","","0","","","","","","","","",".000","","1006315"
"Larry Jacobus","P","5","0","17.1","0","4","0","","","0","","","","","","","","","1.000","","1006323"
"Larry Jansen","P","8","7","34.2","3","4","0","","","0","","","","","","","","","1.000","","1006358"
"Joey Jay","P","186","150","1102.2","69","153","10","","","10","","","","","","","","",".957","","1006373"
"Hal Jeffcoat","P","141","47","474.1","49","93","4","","","12","","","","","","","","",".973","","1006377"
"Chief Johnson","P","45","32","273.0","1","75","6","","","2","","","","","","","","",".927","","1006435"
"Hank Johnson","P","20","0","31.1","0","2","0","","","0","","","","","","","","","1.000","","1006461"
"Ken Johnson","P","15","11","83.0","9","19","0","","","1","","","","","","","","","1.000","","1006477"
"Ollie Johns","P","4","1","18.0","2","4","1","","","0","","","","","","","","",".857","","1006488"
"Si Johnson","P","235","142","1159.0","25","205","11","","","8","","","","","","","","",".954","","1006502"
"Syl Johnson","P","2","0","6.2","0","0","0","","","0","","","","","","","","",".000","","1006505"
"Bumpus Jones","P","7","6","37.2","1","2","1","","","1","","","","","","","","",".750","","1006533"
"Sherman Jones","P","24","2","55.0","5","8","0","","","0","","","","","","","","","1.000","","1006592"
"Niles Jordan","P","3","1","6.1","0","1","0","","","1","","","","","","","","","1.000","","1006613"
"Ricardo Jordan","P","6","0","3.1","1","0","0","","","0","","","","","","","","","1.000","","1006616"
"Howie Judson","P","47","14","132.0","4","18","1","","","2","","","","","","","","",".957","","1006646"
"Herb Juul","P","1","0","4.0","0","0","0","","","0","","","","","","","","",".000","","1006658"
"Jeff Kaiser","P","3","0","3.1","0","0","0","","","0","","","","","","","","",".000","","1006674"
"Ed Karger","P","9","5","34.1","1","12","5","","","0","","","","","","","","",".722","","1006699"
"Bob Katz","P","6","2","18.1","1","6","0","","","1","","","","","","","","","1.000","","1006714"
"Cactus Keck","P","62","21","218.0","7","42","7","","","3","","","","","","","","",".875","","1006737"
"Bobby Keefe","P","56","32","303.0","16","54","12","","","2","","","","","","","","",".854","","1006739"
"Jim Keenan","P","3","0","16.0","1","2","0","","","0","","","","","","","","","1.000","","1006749"
"Alex Kellner","P","18","7","82.0","3","6","0","","","1","","","","","","","","","1.000","","1006785"
"Win Kellum","P","31","24","224.2","16","64","2","","","1","","","","","","","","",".976","","1006791"
"Bob Kelly","P","30","6","68.1","2","14","1","","","2","","","","","","","","",".941","","1006795"
"Bill Kelso","P","35","0","54.1","1","6","0","","","0","","","","","","","","","1.000","","1006820"
"Dutch Kemner","P","9","0","15.1","0","4","1","","","0","","","","","","","","",".800","","1006826"
"Bill Kennedy","P","9","0","14.2","0","3","0","","","1","","","","","","","","","1.000","","1006834"
"Vern Kennedy","P","24","20","157.2","12","36","1","","","1","","","","","","","","",".980","","1006851"
"Jim Kern","P","50","0","76.0","3","15","0","","","0","","","","","","","","","1.000","","1006868"
"Clyde King","P","35","4","76.0","6","11","0","","","3","","","","","","","","","1.000","","1006925"
"Silver King","P","17","15","105.0","4","22","1","","","1","","","","","","","","",".963","","1006943"
"Clay Kirby","P","62","54","341.1","18","36","13","","","1","","","","","","","","",".806","","1006960"
"Ted Kleinhans","P","32","12","108.1","7","26","2","","","1","","","","","","","","",".943","","1006996"
"Scott Klingenbeck","P","4","4","22.2","4","3","0","","","0","","","","","","","","","1.000","","1007011"
"Johnny Klippstein","P","174","72","636.2","33","106","4","","","4","","","","","","","","",".972","","1007013"
"Frank Knauss","P","1","0","8.0","1","2","1","","","1","","","","","","","","",".750","","1007028"
"Elmer Knetzer","P","47","16","198.2","7","68","3","","","1","","","","","","","","",".962","","1007034"
"Elmer Koestner","P","5","1","18.1","1","5","1","","","1","","","","","","","","",".857","","1007079"
"Ray Kolp","P","255","109","1083.2","44","235","6","","","16","","","","","","","","",".979","","1007088"
"Jim Konstanty","P","20","12","112.2","10","25","0","","","1","","","","","","","","","1.000","","1007098"
"Rick Krivda","P","16","1","26.1","1","3","0","","","0","","","","","","","","","1.000","","1007168"
"Mike LaCoss","P","105","89","549.0","38","95","6","","","8","","","","","","","","",".957","","1007240"
"Clayton Lambert","P","26","4","58.1","1","8","0","","","0","","","","","","","","","1.000","","1007273"
"Bill Landrum","P","72","2","100.0","4","19","0","","","4","","","","","","","","","1.000","","1007297"
"Jerry Lane","P","11","0","21.2","1","3","0","","","0","","","","","","","","","1.000","","1007309"
"Paul LaPalme","P","11","2","27.0","0","5","0","","","1","","","","","","","","","1.000","","1007335"
"Andy Larkin","P","3","0","6.2","1","0","0","","","0","","","","","","","","","1.000","","1007345"
"Brooks Lawrence","P","194","99","785.2","60","143","11","","","11","","","","","","","","",".949","","1007398"
"Tim Layana","P","77","0","100.2","13","13","1","","","2","","","","","","","","",".963","","1007413"
"King Lear","P","57","19","223.1","5","43","4","","","2","","","","","","","","",".923","","1007434"
"Frank Leary","P","2","1","8.0","0","4","0","","","0","","","","","","","","","1.000","","1007435"
"Tim Leary","P","14","14","89.2","4","15","1","","","0","","","","","","","","",".950","","1007438"
"Bob Lee","P","71","2","115.1","7","10","1","","","1","","","","","","","","",".944","","1007449"
"Charlie Leibrandt","P","82","42","315.2","16","60","4","","","4","","","","","","","","",".950","","1007492"
"Brad Lesley","P","49","0","66.0","3","10","1","","","0","","","","","","","","",".929","","1007557"
"Richie Lewis","P","4","0","5.2","0","1","1","","","0","","","","","","","","",".500","","1007587"
"Al Libke","P","5","1","9.1","0","2","0","","","0","","","","","","","","","1.000","","1007595"
"Derek Lilliquist","P","5","0","3.2","1","2","0","","","0","","","","","","","","","1.000","","1007607"
"Jim Lindsey","P","4","0","4.0","0","2","0","","","0","","","","","","","","","1.000","","1007632"
"Hod Lisenbee","P","31","3","80.1","2","11","0","","","0","","","","","","","","","1.000","","1007651"
"Buddy Lively","P","79","27","249.0","13","37","3","","","2","","","","","","","","",".943","","1007671"
"Wes Livengood","P","5","0","5.2","0","1","0","","","0","","","","","","","","","1.000","","1007673"
"Bobby Locke","P","11","0","17.1","2","5","0","","","1","","","","","","","","","1.000","","1007687"
"Bob Logan","P","2","0","3.1","0","2","0","","","0","","","","","","","","","1.000","","1007704"
"Bill Lohrman","P","2","1","1.2","0","0","0","","","0","","","","","","","","",".000","","1007709"
"George Lowe","P","1","0","2.0","0","0","0","","","0","","","","","","","","",".000","","1007789"
"Turk Lown","P","11","0","11.2","2","0","1","","","0","","","","","","","","",".667","","1007793"
"Red Lucas","P","257","202","1768.2","69","378","8","","","23","","","","","","","","",".982","","1007808"
"Larry Luebbers","P","28","15","97.2","5","14","2","","","1","","","","","","","","",".905","","1007817"
"Dolf Luque","P","395","319","2668.2","150","664","39","","","25","","","","","","","","",".954","","1007843"
"Curt Lyons","P","3","3","16.0","0","2","0","","","0","","","","","","","","","1.000","","1007879"
"Bob Mabe","P","18","1","29.2","1","3","0","","","2","","","","","","","","","1.000","","1007896"
"Danny MacFayden","P","7","4","36.0","3","13","2","","","1","","","","","","","","",".889","","1007904"
"Scott MacRae","P","24","0","31.1","2","1","0","","","0","","","","","","","","","1.000","","1007935"
"Rick Mahler","P","75","47","355.1","19","52","2","","","3","","","","","","","","",".973","","1007988"
"Bob Malloy","P","43","3","106.1","1","20","4","","","2","","","","","","","","",".840","","1008026"
"Jim Maloney","P","289","258","1818.2","99","227","15","","","10","","","","","","","","",".956","","1008039"
"Cliff Markle","P","35","9","142.2","10","26","2","","","1","","","","","","","","",".947","","1008112"
"Rube Marquard","P","39","35","265.2","7","51","1","","","6","","","","","","","","",".983","","1008125"
"Barney Martin","P","1","0","2.0","0","0","0","","","0","","","","","","","","",".000","","1008153"
"Pedro Martinez","P","12","0","9.2","1","0","0","","","0","","","","","","","","","1.000","","1008190"
"Del Mason","P","27","18","158.0","7","46","1","","","4","","","","","","","","",".982","","1008216"
"Christy Mathewson","P","1","1","9.0","1","3","0","","","0","","","","","","","","","1.000","","1008235"
"Jakie May","P","251","112","1030.1","35","207","3","","","13","","","","","","","","",".988","","1008301"
"Carl Mays","P","116","81","703.1","40","281","12","","","19","","","","","","","","",".964","","1008313"
"Tom McCarthy","P","1","1","3.2","0","1","0","","","0","","","","","","","","","1.000","","1008380"
"Harry McCluskey","P","3","0","5.0","0","0","0","","","0","","","","","","","","",".000","","1008402"
"Billy McCool","P","220","20","448.0","10","68","4","","","3","","","","","","","","",".951","","1008409"
"Harry McCormick","P","40","40","348.1","18","108","9","","","0","","","","","","","","",".933","","1008414"
"Chuck McElroy","P","108","0","110.1","3","10","0","","","1","","","","","","","","","1.000","","1008477"
"Will McEnaney","P","149","0","190.1","10","22","3","","","1","","","","","","","","",".914","","1008482"
"Barney McFadden","P","8","5","46.0","4","15","3","","","3","","","","","","","","",".864","","1008484"
"Andy McGaffigan","P","24","18","117.1","8","13","2","","","2","","","","","","","","",".913","","1008497"
"Willie McGill","P","3","3","17.0","0","4","0","","","0","","","","","","","","","1.000","","1008522"
"Dan McGinn","P","14","0","12.0","0","3","1","","","0","","","","","","","","",".750","","1008523"
"Jumbo McGinnis","P","8","8","69.1","1","14","1","","","0","","","","","","","","",".938","","1008528"
"Jim McGlothlin","P","120","90","589.2","40","126","8","","","12","","","","","","","","",".954","","1008532"
"Howard McGraner","P","4","0","19.0","0","8","0","","","0","","","","","","","","","1.000","","1008541"
"","P","1","0","6.0","0","2","0","","","0","","","","","","","","","1.000","","1008551"
"Harry McIntire","P","1","0","1.0","0","0","0","","","0","","","","","","","","",".000","","1008571"
"Limb McKenry","P","27","12","125.0","3","40","2","","","3","","","","","","","","",".956","","1008593"
"Larry McKeon","P","52","52","446.0","25","73","3","","","1","","","","","","","","",".970","","1008596"
"Cal McLish","P","37","21","151.1","13","33","1","","","0","","","","","","","","",".979","","1008626"
"Joe McManus","P","1","0","2.0","0","1","0","","","0","","","","","","","","","1.000","","1008636"
"Herb McQuaid","P","12","1","34.1","1","12","0","","","1","","","","","","","","","1.000","","1008677"
"Mike McQueen","P","10","0","15.0","1","0","0","","","0","","","","","","","","","1.000","","1008680"
"George McQuillan","P","19","5","77.0","3","16","2","","","1","","","","","","","","",".905","","1008682"
"Doug McWeeny","P","8","2","25.2","1","5","0","","","1","","","","","","","","","1.000","","1008698"
"Rufus Meadows","P","1","0","0.1","0","0","0","","","0","","","","","","","","",".000","","1008707"
"George Meakim","P","3","3","13.2","1","3","0","","","0","","","","","","","","","1.000","","1008709"
"Roy Meeker","P","7","1","21.0","0","6","0","","","0","","","","","","","","","1.000","","1008723"
"Tony Menendez","P","3","0","4.2","0","0","0","","","0","","","","","","","","",".000","","1008764"
"Jim Merritt","P","109","83","600.0","17","74","4","","","3","","","","","","","","",".958","","1008789"
"Russ Meyer","P","1","0","1.0","1","0","0","","","0","","","","","","","","","1.000","","1008833"
"Bob Miller","P","6","0","5.1","0","1","0","","","0","","","","","","","","","1.000","","1008876"
"Cotton Minahan","P","2","2","14.0","0","2","1","","","0","","","","","","","","",".667","","1008971"
"Rudy Minarcin","P","41","12","115.2","8","28","1","","","2","","","","","","","","",".973","","1008972"
"Gino Minutelli","P","18","3","26.1","1","5","0","","","0","","","","","","","","","1.000","","1008988"
"Clarence Mitchell","P","61","44","354.0","20","100","2","","","7","","","","","","","","",".984","","1008998"
"Roy Mitchell","P","12","4","67.1","3","25","3","","","0","","","","","","","","",".903","","1009010"
"Mike Modak","P","20","3","42.1","0","5","1","","","0","","","","","","","","",".833","","1009020"
"Jeff Montgomery","P","14","1","19.1","1","3","0","","","0","","","","","","","","","1.000","","1009071"
"Dee Moore","P","2","1","7.0","0","3","0","","","0","","","","","","","","","1.000","","1009101"
"Gene Moore","P","5","2","14.2","0","3","0","","","0","","","","","","","","","1.000","","1009109"
"Marcus Moore","P","23","0","26.1","0","1","0","","","0","","","","","","","","","1.000","","1009121"
"Whitey Moore","P","124","60","501.0","17","73","5","","","3","","","","","","","","",".947","","1009131"
"Jake Mooty","P","22","2","52.2","4","9","2","","","0","","","","","","","","",".867","","1009135"
"Cy Morgan","P","1","1","2.1","0","2","0","","","0","","","","","","","","","1.000","","1009174"
"Earl Moseley","P","31","15","150.1","2","33","1","","","2","","","","","","","","",".972","","1009239"
"Paul Moskau","P","127","79","566.2","29","85","6","","","9","","","","","","","","",".950","","1009245"
"Bill Mountjoy","P","51","51","450.2","15","81","9","","","2","","","","","","","","",".914","","1009266"
"Tony Mullane","P","316","285","2599.0","169","527","57","","","20","","","","","","","","",".924","","1009291"
"Joe Murphy","P","5","5","46.0","1","3","1","","","0","","","","","","","","",".800","","1009366"
"Rob Murphy","P","199","0","238.2","12","37","0","","","2","","","","","","","","","1.000","","1009374"
"Dale Murray","P","76","1","134.2","11","25","8","","","3","","","","","","","","",".818","","1009383"
"Randy Myers","P","124","12","218.2","7","24","2","","","0","","","","","","","","",".939","","1009427"
"Pete Naktenis","P","3","0","4.0","0","2","0","","","0","","","","","","","","","1.000","","1009443"
"Buddy Napier","P","31","11","105.2","8","32","1","","","1","","","","","","","","",".976","","1009446"
"Art Nehf","P","28","5","62.1","2","22","1","","","0","","","","","","","","",".960","","1009485"
"Emmett Nelson","P","25","8","77.1","3","19","0","","","2","","","","","","","","","1.000","","1009500"
"Red Nelson","P","2","0","1.2","0","0","0","","","0","","","","","","","","",".000","","1009508"
"Roger Nelson","P","28","20","140.0","9","22","2","","","3","","","","","","","","",".939","","1009511"
"Ernie Nevel","P","10","0","10.1","0","2","0","","","0","","","","","","","","","1.000","","1009526"
"Don Newcombe","P","66","62","438.0","29","55","3","","","6","","","","","","","","",".966","","1009529"
"Doc Newton","P","55","45","403.0","14","102","23","","","1","","","","","","","","",".835","","1009550"
"Chet Nichols","P","3","0","3.0","0","0","0","","","0","","","","","","","","",".000","","1009557"
"Jack Niemes","P","3","0","3.0","0","0","0","","","0","","","","","","","","",".000","","1009590"
"Johnny Niggeling","P","10","5","40.1","1","6","2","","","2","","","","","","","","",".778","","1009596"
"Gary Nolan","P","245","242","1656.1","92","188","2","","","11","","","","","","","","",".993","","1009616"
"John Noriega","P","13","0","25.2","1","8","1","","","0","","","","","","","","",".900","","1009629"
"Fred Norman","P","231","196","1315.0","42","152","17","","","7","","","","","","","","",".919","","1009632"
"Don Nottebart","P","106","1","190.2","13","37","2","","","3","","","","","","","","",".962","","1009651"
"Howie Nunn","P","30","0","47.1","3","8","0","","","1","","","","","","","","","1.000","","1009662"
"Joe Nuxhall","P","484","274","2169.1","84","326","29","","","30","","","","","","","","",".934","","1009665"
"Jack Ogden","P","46","12","146.0","12","29","5","","","0","","","","","","","","",".891","","1009743"
"Paul O'Neill","P","1","0","2.0","0","0","0","","","0","","","","","","","","",".000","","1009818"
"Pat Osburn","P","6","0","9.0","1","3","0","","","0","","","","","","","","","1.000","","1009873"
"Claude Osteen","P","26","3","60.1","0","14","1","","","0","","","","","","","","",".933","","1009878"
"Darrell Osteen","P","26","0","32.1","1","5","0","","","0","","","","","","","","","1.000","","1009879"
"Jim O'Toole","P","255","228","1561.0","75","217","18","","","9","","","","","","","","",".942","","1009897"
"Marty O'Toole","P","3","2","15.0","2","3","0","","","0","","","","","","","","","1.000","","1009898"
"Orval Overall","P","55","49","400.1","12","100","16","","","3","","","","","","","","",".875","","1009910"
"Bob Owchinko","P","49","4","94.0","4","11","0","","","0","","","","","","","","","1.000","","1009914"
"Jim Owens","P","19","3","42.1","4","9","1","","","0","","","","","","","","",".929","","1009923"
"Pat Pacillo","P","18","7","50.1","2","6","1","","","0","","","","","","","","",".889","","1009935"
"Gene Packard","P","40","22","199.2","8","48","5","","","1","","","","","","","","",".918","","1009939"
"Milt Pappas","P","82","75","490.0","31","78","1","","","5","","","","","","","","",".991","","1009989"
"Doc Parker","P","1","1","8.0","1","1","0","","","1","","","","","","","","","1.000","","1010002"
"Tom Parrott","P","104","84","726.0","69","170","20","","","5","","","","","","","","",".923","","1010025"
"Camilo Pascual","P","5","1","7.1","0","0","0","","","0","","","","","","","","",".000","","1010039"
"Frank Pastore","P","187","138","937.0","50","119","6","","","11","","","","","","","","",".966","","1010048"
"Jim Pearce","P","4","2","14.1","2","2","0","","","0","","","","","","","","","1.000","","1010106"
"Monte Pearson","P","7","4","24.1","1","3","0","","","0","","","","","","","","","1.000","","1010111"
"George Pechiney","P","51","51","428.1","21","65","12","","","2","","","","","","","","",".878","","1010113"
"Heinie Peitz","P","3","1","13.0","3","7","0","","","0","","","","","","","","","1.000","","1010131"
"Jose Pena","P","6","0","5.0","0","1","0","","","0","","","","","","","","","1.000","","1010148"
"Orlando Pena","P","59","8","160.1","13","17","1","","","1","","","","","","","","",".968","","1010150"
"Brad Pennington","P","6","0","9.2","1","0","1","","","0","","","","","","","","",".500","","1010159"
"Jimmy Peoples","P","2","2","15.0","3","4","0","","","0","","","","","","","","","1.000","","1010166"
"Harry Perkowski","P","159","72","650.0","23","126","2","","","8","","","","","","","","",".987","","1010195"
"Pat Perry","P","24","0","36.0","3","5","0","","","0","","","","","","","","","1.000","","1010215"
"Scott Perry","P","4","1","13.1","1","3","2","","","0","","","","","","","","",".667","","1010216"
"Kent Peterson","P","129","43","386.1","11","55","2","","","3","","","","","","","","",".971","","1010234"
"Charlie Petty","P","5","5","44.0","1","9","0","","","0","","","","","","","","","1.000","","1010256"
"Bill Pfann","P","1","1","3.0","0","2","0","","","0","","","","","","","","","1.000","","1010261"
"Bill Phillips","P","166","142","1213.2","81","376","38","","","17","","","","","","","","",".923","","1010282"
"Mario Picone","P","4","1","10.1","1","4","0","","","0","","","","","","","","","1.000","","1010321"
"Chris Piersoll","P","11","0","11.1","1","0","0","","","0","","","","","","","","","1.000","","1010337"
"Herman Pillette","P","1","0","1.0","0","0","0","","","0","","","","","","","","",".000","","1010351"
"Bud Podbielan","P","109","60","462.0","30","62","2","","","8","","","","","","","","",".979","","1010404"
"Ken Polivka","P","2","0","3.0","0","0","0","","","0","","","","","","","","",".000","","1010421"
"Ed Poole","P","41","37","322.0","8","95","5","","","4","","","","","","","","",".954","","1010433"
"Mark Portugal","P","41","40","233.2","15","24","2","","","2","","","","","","","","",".951","","1010460"
"Abner Powell","P","4","1","15.1","1","1","1","","","0","","","","","","","","",".667","","1010479"
"Bill Powell","P","1","1","0.1","0","0","0","","","0","","","","","","","","",".000","","1010481"
"Ross Powell","P","9","1","16.1","0","2","1","","","0","","","","","","","","",".667","","1010496"
"Ted Power","P","349","50","719.2","37","73","5","","","6","","","","","","","","",".957","","1010504"
"Joe Price","P","226","75","659.2","20","78","10","","","5","","","","","","","","",".907","","1010530"
"Eddie Priest","P","2","2","6.0","0","0","0","","","0","","","","","","","","",".000","","1010534"
"Bill Prough","P","1","0","3.0","0","0","0","","","0","","","","","","","","",".000","","1010548"
"Tim Pugh","P","86","55","371.1","28","50","3","","","1","","","","","","","","",".963","","1010560"
"Charlie Puleo","P","32","28","165.2","11","15","2","","","1","","","","","","","","",".929","","1010565"
"Bob Purkey","P","244","217","1588.0","145","339","17","","","21","","","","","","","","",".966","","1010572"
"Harlan Pyle","P","2","1","1.1","0","0","0","","","0","","","","","","","","",".000","","1010583"
"Mel Queen","P","45","30","233.0","15","23","2","","","2","","","","","","","","",".950","","1010592"
"Jack Quinn","P","14","0","15.2","1","6","0","","","0","","","","","","","","","1.000","","1010605"
"Charlie Rabe","P","11","2","27.0","1","5","0","","","0","","","","","","","","","1.000","","1010626"
"Charley Radbourn","P","26","24","218.0","8","36","6","","","1","","","","","","","","",".880","","1010631"
"Ken Raffensberger","P","250","205","1490.0","40","233","12","","","10","","","","","","","","",".958","","1010646"
"Pat Ragan","P","2","0","8.0","0","1","0","","","0","","","","","","","","","1.000","","1010650"
"Pedro Ramos","P","38","0","66.1","2","11","0","","","1","","","","","","","","","1.000","","1010681"
"Willie Ramsdell","P","58","53","353.1","14","51","4","","","3","","","","","","","","",".942","","1010683"
"Dennis Rasmussen","P","18","18","101.2","0","19","1","","","1","","","","","","","","",".950","","1010703"
"Rip Reagan","P","3","2","18.0","1","4","0","","","0","","","","","","","","","1.000","","1010739"
"Jeff Reardon","P","58","0","61.2","4","6","2","","","0","","","","","","","","",".833","","1010741"
"Jeremiah Reardon","P","1","1","2.0","0","1","0","","","0","","","","","","","","","1.000","","1010742"
"Mike Regan","P","55","32","298.1","16","98","7","","","1","","","","","","","","",".942","","1010784"
"George Rettger","P","1","1","9.0","2","1","0","","","0","","","","","","","","","1.000","","1010847"
"Jerry Reuss","P","7","7","34.2","1","3","0","","","1","","","","","","","","","1.000","","1010853"
"Billy Rhines","P","203","180","1557.0","75","330","36","","","14","","","","","","","","",".918","","1010880"
"Charlie Rhodes","P","1","0","4.0","1","3","1","","","0","","","","","","","","",".800","","1010883"
"Dennis Ribant","P","7","0","8.1","1","0","1","","","0","","","","","","","","",".500","","1010890"
"Duane Richards","P","2","0","3.0","0","1","0","","","0","","","","","","","","","1.000","","1010905"
"Beryl Richmond","P","6","2","19.1","0","3","0","","","0","","","","","","","","","1.000","","1010925"
"Lee Richmond","P","3","2","18.0","2","2","0","","","0","","","","","","","","","1.000","","1010928"
"Elmer Riddle","P","146","85","757.2","34","143","1","","","12","","","","","","","","",".994","","1010946"
"Steve Ridzik","P","13","2","30.0","1","4","1","","","0","","","","","","","","",".833","","1010950"
"Jimmy Ring","P","119","76","680.0","21","200","6","","","9","","","","","","","","",".974","","1010972"
"Jay Ritchie","P","28","2","56.2","0","7","0","","","0","","","","","","","","","1.000","","1010988"
"Eppa Rixey","P","440","356","2890.2","76","721","14","","","32","","","","","","","","",".983","","1011008"
"Dick Robertson","P","2","1","10.0","0","1","0","","","0","","","","","","","","","1.000","","1011033"
